"champ";"statut";"annee";"periode";"date du resultat";"ipe";exofj;fj;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;8;0.0179961308;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";R: FJ à la charge de AMO;exonération du FJ;1116;2.510460251;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";FJ non applicable;FJ non applicable;26608;59.855131147;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1023;2.3012552301;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;4366;9.8213884015;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:56:40";="020000063";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;15;0.0337427453;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;3005;6.1897503502;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;2;0.0041196342;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";R: FJ à la charge de AMO;exonération du FJ;16;0.0329570734;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";FJ non applicable;FJ non applicable;17819;36.703880695;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/01 18:27:54";="590000188";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;27706;57.069292247;2023.7;X590000188;01SEP23;18:26:37
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;5484;47.121498539;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";L: FJ à la charge du régime Als-Mos;exonération du FJ;2;0.0171850833;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;11;0.0945179584;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";R: FJ à la charge de AMO;exonération du FJ;490;4.2103454202;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";FJ non applicable;FJ non applicable;5212;44.784327204;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;435;3.7377556281;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:55:03";="620103432";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;4;0.0343701667;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;4617;37.996872685;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;1;0.0082297753;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";R: FJ à la charge de AMO;exonération du FJ;769;6.3286972266;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";FJ non applicable;FJ non applicable;6017;49.518558143;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;734;6.0406550901;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:24:28";="590782637";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;13;0.1069870793;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;6197;50.337096905;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;5;0.040614085;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";R: FJ à la charge de AMO;exonération du FJ;708;5.750954431;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";FJ non applicable;FJ non applicable;4673;37.957923808;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;723;5.8727966859;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;1;0.008122817;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:10:28";="590781803";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;4;0.032491268;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;5756;40.761985695;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;2;0.0141633029;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";R: FJ à la charge de AMO;exonération du FJ;1303;9.2273918278;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";FJ non applicable;FJ non applicable;5887;41.689682034;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1149;8.1368175058;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:38";="590780227";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;24;0.1699596346;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;20871;26.710093551;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;9;0.011517936;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";R: FJ à la charge de AMO;exonération du FJ;3973;5.0845288524;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";FJ non applicable;FJ non applicable;40889;52.328542725;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;1379;1.7648037472;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;FJ non applicable;10513;13.454229002;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:59";="800000044";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;505;0.6462841859;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";A: FJ à la charge de l'assuré;FJ à la charge de l'assuré;7344;40.936454849;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";L: FJ à la charge du régime Als-Mos;FJ à la charge de l'assuré;3;0.016722408;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";R: FJ à la charge de AMO;exonération du FJ;1382;7.7034559643;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";FJ non applicable;FJ non applicable;8282;46.164994426;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";Nouveaux-nés (<=30 jrs), radiothérapie ou prélèvement d'organes;exonération du FJ;917;5.1114827202;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:50";="590781902";Séjours en attente de taux de prise en charge;FJ à la charge de l'assuré;12;0.0668896321;2023.7;X590781902;07SEP23;20:00:41
