"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;natass;tremb;taux;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0035550499;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;5;0.0177752497;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";3 : Soins particuliers exonérés;10 : Maladie;100;100%;1579;5.6134238686;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;12717;45.209570194;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;8;0.0284403996;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;4082;14.51171389;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";9 : FSV ou FSI;10 : Maladie;90;80%;44;0.1564221977;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;532;1.8912865726;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;106;0.3768352945;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;11;0.0391055494;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:14:36";="620100651";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;9;0.0319954495;2023.7;X620100651;29AUG23;16:13:10
"mco";"dgf";"2023";"7";"2023/08/29 16:40:56";="620027839";0 : Pas d'exonération;10 : Maladie;80;0;1;0.0045173239;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:56";="620027839";0 : Pas d'exonération;41 : Accident du;100;0;2;0.0090346479;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:56";="620027839";4 : Soins conformes au protocole ALD;10 : Maladie;100;0;16;0.072277183;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/29 16:40:56";="620027839";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;22118;99.914170845;2023.7;X620027839;29AUG23;16:39:44
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;10 : Maladie;80;0;94;0.5761569108;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;10 : Maladie;80;80%;3622;22.200429053;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;10 : Maladie;80;90%;7;0.0429053019;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;10 : Maladie;80;100%;87;0.5332516089;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;10 : Maladie;80;Autres;1;0.0061293288;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;4;0.0245173154;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;30 : Maternité;100;100%;1;0.0061293288;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";0 : Pas d'exonération;41 : Accident du;100;100%;4;0.0245173154;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;3;0.0183879865;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";3 : Soins particuliers exonérés;10 : Maladie;100;100%;1;0.0061293288;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";4 : Soins conformes au protocole ALD;10 : Maladie;100;0;2;0.0122586577;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;7456;45.70027582;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0061293288;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;1842;11.290223721;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;10;0.0612932884;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;3119;19.117376647;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0122586577;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;2;0.0122586577;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:36:23";="590780284";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;57;0.3493717438;2023.7;X590780284;30AUG23;8:35:11
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";0 : Pas d'exonération;10 : Maladie;80;80%;1810;33.07748538;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";0 : Pas d'exonération;10 : Maladie;80;90%;2;0.0365497076;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;2;0.0365497076;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;1;0.0182748538;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";0 : Pas d'exonération;30 : Maternité;100;100%;285;5.2083333333;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";0 : Pas d'exonération;41 : Accident du;100;100%;7;0.1279239766;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;722;13.194444444;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";3 : Soins particuliers exonérés;10 : Maladie;100;100%;156;2.850877193;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;1744;31.871345029;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;447;8.1688596491;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0182748538;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";9 : FSV ou FSI;10 : Maladie;90;80%;3;0.0548245614;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;277;5.0621345029;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;1;0.0182748538;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 08:43:24";="020000287";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;14;0.2558479532;2023.7;X020000287;30AUG23;8:42:17
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";0 : Pas d'exonération;10 : Maladie;80;0;124;0.417157275;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";0 : Pas d'exonération;10 : Maladie;80;80%;11295;37.998317914;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";0 : Pas d'exonération;10 : Maladie;80;90%;18;0.0605550883;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";0 : Pas d'exonération;10 : Maladie;80;100%;66;0.2220353238;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;3;0.0100925147;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";0 : Pas d'exonération;30 : Maternité;100;100%;1138;3.8284272498;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";0 : Pas d'exonération;41 : Accident du;100;100%;9;0.0302775442;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;4;0.0134566863;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;100%;4;0.0134566863;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";3 : Soins particuliers exonérés;10 : Maladie;100;100%;31;0.1042893188;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";4 : Soins conformes au protocole ALD;10 : Maladie;100;0;6;0.0201850294;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;10320;34.718250631;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0067283431;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;1425;4.7939444912;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;6;0.0201850294;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;10 : Maladie;100;100%;4029;13.554247267;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;13 : Maladie Régime Local Alsace-Moselle;100;100%;3;0.0100925147;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";X: séjours non facturables, en attente de droits ou pb de codage;XX: séjours non facturables, en attente de droits ou pb de codage;;80%;1;0.0033641716;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;46;0.1547518923;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;169;0.5685449958;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;979;3.2935239697;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;Autres;2;0.0067283431;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;3;0.0100925147;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 10:33:45";="590797353";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;42;0.1412952061;2023.7;X590797353;30AUG23;10:32:13
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";0 : Pas d'exonération;10 : Maladie;80;80%;7174;17.212505098;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";0 : Pas d'exonération;10 : Maladie;80;90%;3;0.0071978694;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;2;0.0047985796;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;1;0.0023992898;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";0 : Pas d'exonération;30 : Maternité;100;100%;2540;6.0941961179;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";0 : Pas d'exonération;41 : Accident du;100;100%;63;0.151155258;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;3718;8.9205595144;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0047985796;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";3 : Soins particuliers exonérés;10 : Maladie;100;100%;185;0.4438686149;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;22493;53.967225701;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0023992898;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;2858;6.8571702776;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0047985796;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";9 : FSV ou FSI;10 : Maladie;90;80%;1;0.0023992898;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;1470;3.526956021;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;80%;27;0.0647808249;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;100%;362;0.8685429113;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;0;16;0.038388637;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;214;0.5134480194;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 11:30:26";="590782421";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;547;1.3124115262;2023.7;X590782421;30AUG23;11:28:50
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";0 : Pas d'exonération;10 : Maladie;80;80%;172;32.14953271;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";0 : Pas d'exonération;10 : Maladie;80;100%;2;0.3738317757;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;3;0.5607476636;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;241;45.046728972;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;97;18.130841121;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";5 : Assuré ou bénéficiaire exonéré (régime exonérant);13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.1869158879;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;10 : Maladie;100;100%;2;0.3738317757;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";9 : FSV ou FSI;10 : Maladie;90;80%;3;0.5607476636;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 12:12:26";="800000051";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;14;2.6168224299;2023.7;X800000051;30AUG23;12:11:16
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";0 : Pas d'exonération;10 : Maladie;80;80%;15;7.9365079365;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;4;2.1164021164;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;80;100%;1;0.5291005291;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";2 : Soins relatifs à un séjour > 30 jours;10 : Maladie;100;100%;1;0.5291005291;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;162;85.714285714;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;3;1.5873015873;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 13:42:39";="800000135";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;3;1.5873015873;2023.7;X800000135;30AUG23;13:41:48
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";0 : Pas d'exonération;10 : Maladie;80;80%;2993;26.407270161;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;1;0.0088230104;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;7;0.0617610729;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";0 : Pas d'exonération;30 : Maternité;100;100%;629;5.5496735486;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";0 : Pas d'exonération;41 : Accident du;100;100%;7;0.0617610729;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;2948;26.010234692;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";1 : Soins en rapport avec K>60 ou montant>120¤;13 : Maladie Régime Local Alsace-Moselle;100;100%;2;0.0176460208;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";3 : Soins particuliers exonérés;10 : Maladie;100;100%;41;0.3617434269;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;2919;25.75436739;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;1;0.0088230104;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";5 : Assuré ou bénéficiaire exonéré (régime exonérant);10 : Maladie;100;100%;1292;11.399329451;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";9 : FSV ou FSI;10 : Maladie;90;80%;1;0.0088230104;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";Nouveaux-nés, radiothérapie ou prélèvement d'organes;Nouveaux-nés, radiothérapie ou prélèvement d'organes;100;0;490;4.3232751015;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;80%;1;0.0088230104;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:12:03";="590782165";Séjours en attente de taux de prise en charge;Séjours en attente de taux de prise en charge;80;100%;2;0.0176460208;2023.7;X590782165;30AUG23;14:10:49
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";0 : Pas d'exonération;10 : Maladie;80;80%;5364;34.894613583;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";0 : Pas d'exonération;10 : Maladie;80;90%;10;0.0650533437;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;80%;1;0.0065053344;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";0 : Pas d'exonération;13 : Maladie Régime Local Alsace-Moselle;80;100%;1;0.0065053344;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";0 : Pas d'exonération;30 : Maternité;100;100%;874;5.685662243;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";0 : Pas d'exonération;41 : Accident du;100;100%;40;0.260213375;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";1 : Soins en rapport avec K>60 ou montant>120¤;10 : Maladie;100;100%;2054;13.361956805;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";3 : Soins particuliers exonérés;10 : Maladie;100;100%;80;0.5204267499;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";4 : Soins conformes au protocole ALD;10 : Maladie;100;100%;4784;31.121519646;2023.7;X620101360;30AUG23;14:38:44
"mco";"dgf";"2023";"7";"2023/08/30 14:40:05";="620101360";4 : Soins conformes au protocole ALD;13 : Maladie Régime Local Alsace-Moselle;100;100%;5;0.0325266719;2023.7;X620101360;30AUG23;14:38:44
