"champ";"statut";"annee";"periode";"date du resultat";"ipe";parc_UM;ponder;ponder_cn;dms;age_moy;age_med;pct_homme;nb_um_rea;nb_um_si;nb_um_sc;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";14A Soins surveillance continue pédiatrique hors grands brûlés;10;10;2.5;0.3189041096;0.2287671233;60;0;0;25;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";40 Unité d'hospitalisation d'oncologie médicale;8;8;15.25;69.75;70;87.5;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);7;7;1.7142857143;0.5753424658;0.5561643836;57.142857143;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 10:38:49";="620103440";07A UHCD strutures des urgences générales-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);7;7;8.8571428571;74;77;42.857142857;0;0;0;2023.7;X620103440;31AUG23;10:37:57
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;18;18;11.888888889;79.277777778;79.5;66.666666667;0;0;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;13;13;11.615384615;79.692307692;81;69.230769231;0;0;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";07A UHCD strutures des urgences générales;8;8;0.75;72.875;71;50;0;0;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;5;5;12.2;84.4;84;60;0;0;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:40";="800000085";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;5;90;90;100;0;0;0;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;345;345;8.4985507246;62.837681159;65;48.115942029;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";07A UHCD strutures des urgences générales;93;93;0.6666666667;74.462365591;77;55.913978495;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";27 Médecine gériatrique;53;53;19.773584906;87.188679245;88;43.396226415;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);38;38;7.6842105263;60.894736842;64;50;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;29;29;21.827586207;71.551724138;74;48.275862069;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";07B UHCD strutures des urgences pédiatriques;25;25;0.72;2.1672328767;0.3205479452;52;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";02B Autres soins intensifs (hors UNV, USIC, néonatologie)-01A Réanimation adulte hors grands brûlés;22;22;10.636363636;57.772727273;59;63.636363636;227;7;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";02B Autres soins intensifs (hors UNV, USIC, néonatologie);18;18;2.5555555556;57;60;72.222222222;0;46;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";02B Autres soins intensifs (hors UNV, USIC, néonatologie)-03A Soins surveillance continue adulte hors grands brûlés;16;16;6.875;52.5;51;50;0;8;102;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:48:21";="590780193";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);16;16;3.0625;5.1547945205;2.5;43.75;0;0;0;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;48;48;15.666666667;79.020833333;80.5;50;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;37;37;11.891891892;81.081081081;82;48.648648649;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;16;16;20.8125;79.8125;83.5;43.75;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";07A UHCD strutures des urgences générales;15;15;0.5333333333;60.733333333;63;26.666666667;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";27 Médecine gériatrique;14;14;21.571428571;91.714285714;91.5;28.571428571;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";07A UHCD strutures des urgences générales-27 Médecine gériatrique;13;13;18.538461538;89.692307692;91;30.769230769;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;6;6;19.166666667;71.666666667;73.5;83.333333333;0;0;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";01A Réanimation adulte hors grands brûlés-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;61.75;61;63;100;170;0;22;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";07A UHCD strutures des urgences générales-03A Soins surveillance continue adulte hors grands brûlés-27 Médecine gériatrique;3;3;26;88.333333333;86;33.333333333;0;0;13;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:25:27";="020004404";02A Soins intensifs en cardiologie = USIC;3;3;3;73;76;33.333333333;0;9;0;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;59;59;13.389830508;75.457627119;77;55.93220339;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";07A UHCD strutures des urgences générales-27 Médecine gériatrique;24;24;14.416666667;88;89;37.5;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";07A UHCD strutures des urgences générales;20;20;1;68.8;76.5;55;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";07A UHCD strutures des urgences générales-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);7;7;12.714285714;67.285714286;67;71.428571429;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;15;50;44;50;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);4;4;2;3;2.5;25;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);4;4;9.5;69;79.5;25;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;3;3;16.666666667;79.333333333;73;100;0;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";07A UHCD strutures des urgences générales-01A Réanimation adulte hors grands brûlés;3;3;13.333333333;74.333333333;78;100;40;0;0;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:53";="590781605";07A UHCD strutures des urgences générales-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;2;2;10.5;67;67;0;0;0;8;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:20";="590781811";19 Unité d'addictologie de recours et de référence;2;2;19.5;38;38;100;0;0;0;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;21;21;8.7619047619;81.523809524;81;47.619047619;0;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;12.428571429;83.571428571;83;57.142857143;0;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";07A UHCD strutures des urgences générales;5;5;0.8;67.6;82;60;0;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";07A UHCD strutures des urgences générales-03A Soins surveillance continue adulte hors grands brûlés;2;2;20.5;73;73;100;0;0;39;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;2;2;16;81;81;100;0;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;29;95;95;0;0;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;33;70;70;100;0;0;3;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-03A Soins surveillance continue adulte hors grands brûlés-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);1;1;15;68;68;100;0;0;1;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:55";="800000093";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);1;1;11;81;81;100;0;0;0;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;63;63;14.031746032;74.333333333;79;53.968253968;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";27 Médecine gériatrique;31;31;9.7741935484;86.64516129;87;32.258064516;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);19;19;2.2105263158;3.2682047585;0.3178082192;68.421052632;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;15;15;14.4;69.866666667;75;53.333333333;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;12;12;14.5;70.333333333;77.5;50;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);10;10;8.1;58.5;55;50;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";70 Gynécologie seule;8;8;1.75;43.75;32;0;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";27 Médecine gériatrique-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;7;7;19.428571429;86.714285714;87;71.428571429;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";40 Unité d'hospitalisation d'oncologie médicale;5;5;16;77.2;81;60;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:32";="600100713";07A UHCD strutures des urgences générales-27 Médecine gériatrique;5;5;9.6;83.8;84;60;0;0;0;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:42";="020000048";27 Médecine gériatrique;14;14;13.071428571;85.142857143;84.5;35.714285714;0;0;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:42";="020000048";08 Soins et accompagnement des malades en phase terminale (unité de soins palliatifs);1;1;52;48;48;100;0;0;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:42";="020000048";27 Médecine gériatrique-08 Soins et accompagnement des malades en phase terminale (unité de soins palliatifs);1;1;11;72;72;100;0;0;0;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;142;142;8.9084507042;69.718309859;73.5;55.633802817;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";07A UHCD strutures des urgences générales;101;101;0.9108910891;68.881188119;75;38.613861386;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);88;88;7.6136363636;66.954545455;71.5;32.954545455;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";71 Obstétrique seule;56;56;4.4464285714;29.089285714;29;0;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";27 Médecine gériatrique;48;48;17.270833333;86.958333333;88.5;45.833333333;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;46;46;10.173913043;70.326086957;71.5;52.173913043;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-27 Médecine gériatrique;44;44;15.909090909;89.818181818;89.5;38.636363636;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";07A UHCD strutures des urgences générales-27 Médecine gériatrique;30;30;15.5;85.366666667;85.5;30;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;24;24;9.25;71.75;75;50;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:43:25";="590782215";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);24;24;2.75;1.8242009132;0.6178082192;54.166666667;0;0;0;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;105;105;17.780952381;67.638095238;70;49.523809524;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";07A UHCD strutures des urgences générales;61;61;0.9836065574;74.06557377;77;40.983606557;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);41;41;12.048780488;73.317073171;75;51.219512195;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";27 Médecine gériatrique;32;32;13.65625;87.5;88;25;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;17;17;15.705882353;71.411764706;72;70.588235294;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);16;16;1.6875;0.2953767123;0.2260273973;62.5;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";02A Soins intensifs en cardiologie = USIC-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;11;11;13.818181818;66.272727273;63;63.636363636;0;57;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte)-03A Soins surveillance continue adulte hors grands brûlés-53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);10;10;20.9;61.2;65;80;0;0;52;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";07A UHCD strutures des urgences générales-27 Médecine gériatrique;10;10;17.5;86.7;87.5;10;0;0;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:59:04";="620100685";18 Soins intensifs en UNV-17 UNV hors SI;8;8;19.375;79;83.5;50;0;26;0;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;29;29;9.8275862069;86.034482759;87;27.586206897;0;0;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";07A UHCD strutures des urgences générales;6;6;1.1666666667;77.5;83.5;66.666666667;0;0;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;4;4;7.5;74.5;78;75;0;0;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";19 Unité d'addictologie de recours et de référence;2;2;10.5;56.5;56.5;100;0;0;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";07A UHCD strutures des urgences générales-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;23;73;73;100;0;0;8;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-03A Soins surveillance continue adulte hors grands brûlés;1;1;6;73;73;100;0;0;0;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;18;80;80;100;0;0;7;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:54";="800000069";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-03A Soins surveillance continue adulte hors grands brûlés-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;1;1;39;84;84;100;0;0;24;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:50";="020000071";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;10;10;18.5;87.6;86;60;0;0;0;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;99;99;17.737373737;75.02020202;79;57.575757576;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;48;48;13.145833333;78.395833333;82.5;56.25;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";27 Médecine gériatrique;29;29;20.275862069;88.034482759;90;34.482758621;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";07A UHCD strutures des urgences générales;23;23;1.0869565217;74.47826087;80;56.52173913;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);15;15;6.4666666667;61.933333333;73;46.666666667;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";40 Unité d'hospitalisation d'oncologie médicale;14;14;18.357142857;68.857142857;74.5;50;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";07A UHCD strutures des urgences générales-27 Médecine gériatrique;13;13;29.692307692;85.769230769;85;15.384615385;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);11;11;2.0909090909;1.3703611457;0.2821917808;72.727272727;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;10;10;19.3;75.3;78;80;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:53";="600100721";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée-27 Médecine gériatrique;7;7;17.714285714;82.428571429;83;42.857142857;0;0;0;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";27 Médecine gériatrique;60;60;12.966666667;87.383333333;88.5;36.666666667;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;44;44;7.4318181818;71.318181818;74;56.818181818;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";07A UHCD strutures des urgences générales;28;28;0.75;74.142857143;77.5;64.285714286;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";07A UHCD strutures des urgences générales-27 Médecine gériatrique;16;16;16.5625;87.3125;87;31.25;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";07A UHCD strutures des urgences générales-29 Autres spécialités médicales adultes (non classées ailleurs) ou unité de médecine indifférenciée;13;13;12.692307692;67.615384615;69;69.230769231;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);7;7;1.5714285714;2.1107632094;0.4684931507;57.142857143;0;0;0;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";14A Soins surveillance continue pédiatrique hors grands brûlés-28 Médecine pédiatrique (hors unité d'oncologie médicale, spécialisée ou non);5;5;3;0.2526027397;0.2493150685;80;0;0;14;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";14A Soins surveillance continue pédiatrique hors grands brûlés;5;5;1.6;0.2175342466;0.2164383562;40;0;0;8;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:47";="620100057";53 Autre chirurgie adulte (ou chirurgie indifférenciée adulte);5;5;7.2;76.4;75;40;0;0;0;2023.7;X620100057;01SEP23;12:14:44
