"champ";"statut";"annee";"periode";"date du resultat";"ipe";exotm;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/31 11:13:19";="800000085";3 : Soins particuliers exonérés;29;1.930758988;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:19";="800000085";4 : Soins conformes au protocole ALD;606;40.34620506;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:19";="800000085";5 : Assuré ou bénéficiaire exonéré (régime exonérant);158;10.51930759;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:19";="800000085";X: séjours non facturables, en attente de droits ou pb de codage;12;0.7989347537;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:13:19";="800000085";Séjours en attente de taux de prise en charge;82;5.4593874834;2023.7;X800000085;31AUG23;11:13:08
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";0 : Pas d'exonération;24263;18.243817344;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";1 : Soins en rapport avec K>60 ou montant>120¤;14886;11.193070312;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";2 : Soins relatifs à un séjour > 30 jours;384;0.2887370012;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";3 : Soins particuliers exonérés;2460;1.8497214139;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";4 : Soins conformes au protocole ALD;66725;50.171813554;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";5 : Assuré ou bénéficiaire exonéré (régime exonérant);15325;11.523162873;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";9 : FSV ou FSI;9;0.0067672735;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";X: séjours non facturables, en attente de droits ou pb de codage;5638;4.2393208665;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";Nouveaux-nés, radiothérapie ou prélèvement d'organes;3299;2.4805816848;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 11:46:47";="590780193";Séjours en attente de taux de prise en charge;4;0.0030076771;2023.7;X590780193;31AUG23;11:45:29
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";0 : Pas d'exonération;3457;37.494577007;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";1 : Soins en rapport avec K>60 ou montant>120¤;2313;25.086767896;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";2 : Soins relatifs à un séjour > 30 jours;2;0.021691974;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";3 : Soins particuliers exonérés;213;2.3101952278;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";4 : Soins conformes au protocole ALD;2343;25.412147505;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";5 : Assuré ou bénéficiaire exonéré (régime exonérant);432;4.6854663774;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";X: séjours non facturables, en attente de droits ou pb de codage;150;1.6268980477;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";Nouveaux-nés, radiothérapie ou prélèvement d'organes;309;3.3514099783;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 12:24:53";="020004404";Séjours en attente de taux de prise en charge;1;0.010845987;2023.7;X020004404;31AUG23;12:24:34
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";0 : Pas d'exonération;4028;28.420235659;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";1 : Soins en rapport avec K>60 ou montant>120¤;3119;22.006632329;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";3 : Soins particuliers exonérés;263;1.8556410075;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";4 : Soins conformes au protocole ALD;5060;35.701686305;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1252;8.8336978762;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";X: séjours non facturables, en attente de droits ou pb de codage;126;0.889014323;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";Nouveaux-nés, radiothérapie ou prélèvement d'organes;291;2.053199746;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:25:27";="590781605";Séjours en attente de taux de prise en charge;34;0.2398927538;2023.7;X590781605;31AUG23;14:25:07
"mco";"dgf";"2023";"7";"2023/08/31 14:29:03";="590781811";0 : Pas d'exonération;78;56.52173913;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:03";="590781811";3 : Soins particuliers exonérés;5;3.6231884058;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:03";="590781811";4 : Soins conformes au protocole ALD;43;31.15942029;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:03";="590781811";5 : Assuré ou bénéficiaire exonéré (régime exonérant);9;6.5217391304;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:29:03";="590781811";X: séjours non facturables, en attente de droits ou pb de codage;3;2.1739130435;2023.7;X590781811;31AUG23;14:28:53
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";0 : Pas d'exonération;1029;33.161456655;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";1 : Soins en rapport avec K>60 ou montant>120¤;452;14.566548501;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";2 : Soins relatifs à un séjour > 30 jours;1;0.0322268772;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";3 : Soins particuliers exonérés;98;3.1582339671;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";4 : Soins conformes au protocole ALD;1032;33.258137286;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";5 : Assuré ou bénéficiaire exonéré (régime exonérant);311;10.022558814;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";9 : FSV ou FSI;7;0.2255881405;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";X: séjours non facturables, en attente de droits ou pb de codage;29;0.9345794393;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";Nouveaux-nés, radiothérapie ou prélèvement d'organes;112;3.6094102481;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:33:35";="800000093";Séjours en attente de taux de prise en charge;32;1.0312600709;2023.7;X800000093;31AUG23;14:33:22
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";0 : Pas d'exonération;5324;15.251518277;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";1 : Soins en rapport avec K>60 ou montant>120¤;2732;7.8262862381;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";2 : Soins relatifs à un séjour > 30 jours;1;0.0028646729;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";3 : Soins particuliers exonérés;462;1.3234788587;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";4 : Soins conformes au protocole ALD;14802;42.40288759;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";5 : Assuré ou bénéficiaire exonéré (régime exonérant);3225;9.2385699553;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";X: séjours non facturables, en attente de droits ou pb de codage;242;0.6932508308;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";Nouveaux-nés, radiothérapie ou prélèvement d'organes;8105;23.218173485;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:52:06";="600100713";Séjours en attente de taux de prise en charge;15;0.0429700928;2023.7;X600100713;31AUG23;14:51:48
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";0 : Pas d'exonération;52;13;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";2 : Soins relatifs à un séjour > 30 jours;1;0.25;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";3 : Soins particuliers exonérés;10;2.5;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";4 : Soins conformes au protocole ALD;327;81.75;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";5 : Assuré ou bénéficiaire exonéré (régime exonérant);6;1.5;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 14:59:22";="020000048";X: séjours non facturables, en attente de droits ou pb de codage;4;1;2023.7;X020000048;31AUG23;14:59:10
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";0 : Pas d'exonération;13750;19.911664615;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";1 : Soins en rapport avec K>60 ou montant>120¤;8193;11.864455869;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";2 : Soins relatifs à un séjour > 30 jours;61;0.0883353848;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";3 : Soins particuliers exonérés;806;1.1671855767;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";4 : Soins conformes au protocole ALD;33863;49.037723554;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";5 : Assuré ou bénéficiaire exonéré (régime exonérant);7730;11.193975816;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";9 : FSV ou FSI;2;0.0028962421;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";X: séjours non facturables, en attente de droits ou pb de codage;2593;3.7549779162;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";Nouveaux-nés, radiothérapie ou prélèvement d'organes;2046;2.9628556947;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 15:42:31";="590782215";Séjours en attente de taux de prise en charge;11;0.0159293317;2023.7;X590782215;31AUG23;15:42:07
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";0 : Pas d'exonération;7640;19.010649945;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";1 : Soins en rapport avec K>60 ou montant>120¤;4147;10.319000697;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";2 : Soins relatifs à un séjour > 30 jours;8;0.0199064397;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";3 : Soins particuliers exonérés;1419;3.5309047477;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";4 : Soins conformes au protocole ALD;19725;49.081815467;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";5 : Assuré ou bénéficiaire exonéré (régime exonérant);3254;8.0969443615;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";9 : FSV ou FSI;10;0.0248830497;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";X: séjours non facturables, en attente de droits ou pb de codage;677;1.6845824624;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";Nouveaux-nés, radiothérapie ou prélèvement d'organes;3248;8.0820145317;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 16:58:11";="620100685";Séjours en attente de taux de prise en charge;60;0.149298298;2023.7;X620100685;31AUG23;16:57:50
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";0 : Pas d'exonération;1056;31.298162418;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";2 : Soins relatifs à un séjour > 30 jours;2;0.0592768228;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";3 : Soins particuliers exonérés;124;3.6751630113;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";4 : Soins conformes au protocole ALD;1169;34.647302905;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";5 : Assuré ou bénéficiaire exonéré (régime exonérant);224;6.6390041494;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";9 : FSV ou FSI;2;0.0592768228;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;355;10.52163604;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";X: séjours non facturables, en attente de droits ou pb de codage;4;0.1185536455;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/08/31 18:53:35";="800000069";Séjours en attente de taux de prise en charge;438;12.981624185;2023.7;X800000069;31AUG23;18:53:23
"mco";"dgf";"2023";"7";"2023/09/01 08:06:31";="020000071";0 : Pas d'exonération;78;34.513274336;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:31";="020000071";3 : Soins particuliers exonérés;4;1.7699115044;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:31";="020000071";4 : Soins conformes au protocole ALD;121;53.539823009;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:31";="020000071";5 : Assuré ou bénéficiaire exonéré (régime exonérant);19;8.407079646;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:31";="020000071";X: séjours non facturables, en attente de droits ou pb de codage;3;1.3274336283;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 08:06:31";="020000071";Séjours en attente de taux de prise en charge;1;0.4424778761;2023.7;X020000071;01SEP23;8:06:20
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";0 : Pas d'exonération;4557;21.817398382;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";1 : Soins en rapport avec K>60 ou montant>120¤;1;0.004787667;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";2 : Soins relatifs à un séjour > 30 jours;6;0.0287260018;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";3 : Soins particuliers exonérés;303;1.4506630919;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";4 : Soins conformes au protocole ALD;9584;45.885000239;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1907;9.1300809116;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;3;0.0143630009;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;3453;16.531814047;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";X: séjours non facturables, en attente de droits ou pb de codage;56;0.2681093503;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";Nouveaux-nés, radiothérapie ou prélèvement d'organes;969;4.6392492938;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 09:18:30";="600100721";Séjours en attente de taux de prise en charge;48;0.2298080146;2023.7;X600100721;01SEP23;9:18:13
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";0 : Pas d'exonération;10996;36.31080144;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";1 : Soins en rapport avec K>60 ou montant>120¤;2003;6.6142720338;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";2 : Soins relatifs à un séjour > 30 jours;1;0.0033021827;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";3 : Soins particuliers exonérés;334;1.1029290361;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";4 : Soins conformes au protocole ALD;10167;33.573291946;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";5 : Assuré ou bénéficiaire exonéré (régime exonérant);2885;9.526797213;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";9 : FSV ou FSI;31;0.102367665;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";X: séjours non facturables, en attente de droits ou pb de codage;2468;8.1497870092;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1208;3.9890367533;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:15:00";="620100057";Séjours en attente de taux de prise en charge;190;0.6274147211;2023.7;X620100057;01SEP23;12:14:44
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";0 : Pas d'exonération;6565;20.239856949;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";1 : Soins en rapport avec K>60 ou montant>120¤;2575;7.9387100752;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";3 : Soins particuliers exonérés;557;1.7172277716;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";4 : Soins conformes au protocole ALD;16903;52.11185103;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";5 : Assuré ou bénéficiaire exonéré (régime exonérant);3513;10.830558639;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";9 : FSV ou FSI;1;0.0030829942;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";X: séjours non facturables, en attente de droits ou pb de codage;717;2.2105068442;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1597;4.9235417437;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 12:21:11";="600101984";Séjours en attente de taux de prise en charge;8;0.0246639536;2023.7;X600101984;01SEP23;12:20:52
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";0 : Pas d'exonération;4855;30.80974743;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";1 : Soins en rapport avec K>60 ou montant>120¤;1987;12.609468207;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";2 : Soins relatifs à un séjour > 30 jours;3;0.019037949;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";3 : Soins particuliers exonérés;212;1.3453483945;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";4 : Soins conformes au protocole ALD;6633;42.092905191;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";5 : Assuré ou bénéficiaire exonéré (régime exonérant);1385;8.789186445;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";9 : FSV ou FSI;8;0.0507678639;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";X: séjours non facturables, en attente de droits ou pb de codage;85;0.5394085544;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";Nouveaux-nés, radiothérapie ou prélèvement d'organes;492;3.1222236324;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 13:07:41";="800000028";Séjours en attente de taux de prise en charge;98;0.6219063333;2023.7;X800000028;01SEP23;13:07:27
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";0 : Pas d'exonération;7951;28.856064455;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";1 : Soins en rapport avec K>60 ou montant>120¤;2073;7.5234085795;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";2 : Soins relatifs à un séjour > 30 jours;1;0.0036292371;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";3 : Soins particuliers exonérés;688;2.4969151484;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";4 : Soins conformes au protocole ALD;11937;43.322203673;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";5 : Assuré ou bénéficiaire exonéré (régime exonérant);3313;12.023662626;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";9 : FSV ou FSI;5;0.0181461857;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";X: séjours non facturables, en attente de droits ou pb de codage;360;1.3065253684;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";Nouveaux-nés, radiothérapie ou prélèvement d'organes;920;3.3388981636;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 14:02:28";="590783239";Séjours en attente de taux de prise en charge;306;1.1105465631;2023.7;X590783239;01SEP23;14:02:13
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";;1;0.0214086919;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";0 : Pas d'exonération;1006;21.53714408;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";2 : Soins relatifs à un séjour > 30 jours;3;0.0642260758;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";3 : Soins particuliers exonérés;2;0.0428173839;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";4 : Soins conformes au protocole ALD;2751;58.895311496;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";5 : Assuré ou bénéficiaire exonéré (régime exonérant);812;17.383857846;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";6 : Réservé SESAM-VITALE pour les régimes spéciaux SNCF;15;0.3211303789;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";C : Soins exonérés en codage CCAM du fait de la nature de l'acte, ou du dépassement du seuil;24;0.5138086063;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:12:50";="590785374";X: séjours non facturables, en attente de droits ou pb de codage;57;1.2202954399;2023.7;X590785374;01SEP23;16:12:38
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";0 : Pas d'exonération;5456;12.100243957;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";1 : Soins en rapport avec K>60 ou montant>120¤;3;0.0066533599;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";2 : Soins relatifs à un séjour > 30 jours;11;0.0243956531;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";3 : Soins particuliers exonérés;2122;4.706143269;2023.7;X020000063;01SEP23;16:55:02
"mco";"dgf";"2023";"7";"2023/09/01 16:55:20";="020000063";4 : Soins conformes au protocole ALD;22100;49.013084941;2023.7;X020000063;01SEP23;16:55:02
