"champ";"statut";"annee";"periode";"date du resultat";"ipe";diag;ponder;ponder_cn;dms;dur_med;age_moy;age_med;pct_homme;pct_rea;pct_sc;pct_si;sej_rea;moy_rea;med_rea;moy_age;med_age;pct_homme_rea;lib;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/04 15:54:28";="620103432";U0714;24;24;3.9583333333;1;59.630365297;68.5;75;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/04 15:54:28";="620103432";Total;74;74;7.7837837838;5.5;65.200037023;74.5;71.621621622;9.4594594595;0;0;7;16.428571429;10;68.571428571;69;71.428571429;Tous diagnostics;2023.7;X620103432;04SEP23;15:53:55
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";U0710;41;41;10.292682927;7;77.4754427;85;51.219512195;12.195121951;7.3170731707;0;5;12.2;10;74.4;74;100;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";U0714;22;22;5.7727272727;1;44.030635118;50.5;18.181818182;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";U0715;1;1;0;0;71;71;0;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 09:23:57";="590782637";Total;64;64;8.578125;6.5;65.877611301;78.5;39.0625;7.8125;4.6875;0;5;12.2;10;74.4;74;100;Tous diagnostics;2023.7;X590782637;05SEP23;9:23:23
"mco";"dgf";"2023";"7";"2023/09/05 12:09:45";="590781803";U0710;142;142;8.4436619718;6;75.472390507;79;51.408450704;11.267605634;10.563380282;1.4084507042;16;11.1875;11.5;68.25;70.5;75;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:45";="590781803";U0711;11;11;7.0909090909;3;42.463760897;55;36.363636364;9.0909090909;36.363636364;0;1;5;5;84;84;0;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:45";="590781803";U0712;1;1;0;0;43;43;0;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:45";="590781803";U0714;48;48;4.6875;1;69.551484018;73;39.583333333;0;0;4.1666666667;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:45";="590781803";U0715;3;3;1.3333333333;2;27.894063927;0.4356164384;0;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 12:09:45";="590781803";Total;205;205;7.3463414634;3;71.460167056;76;46.829268293;8.2926829268;9.2682926829;1.9512195122;17;10.823529412;10;69.176470588;71;70.588235294;Tous diagnostics;2023.7;X590781803;05SEP23;12:09:07
"mco";"dgf";"2023";"7";"2023/09/05 17:41:07";="590780227";U0710;58;58;11.327586207;8;71.381341521;80;46.551724138;0;8.6206896552;10.344827586;0;;;;;;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:07";="590780227";U0711;6;6;12.5;10.5;90.166666667;89.5;16.666666667;0;0;0;0;;;;;;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:07";="590780227";U0712;8;8;8.25;8;68.255821918;79;37.5;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:07";="590780227";U0714;23;23;7.652173913;5;55.484097677;77;30.434782609;0;4.347826087;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:41:07";="590780227";Total;95;95;10.252631579;8;68.455775054;81;40;0;6.3157894737;6.3157894737;0;;;;;;Tous diagnostics;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:45:05";="800000044";U0710;92;92;10.97826087;6;68.03144729;73;46.739130435;7.6086956522;10.869565217;2.1739130435;7;30.857142857;20;68.285714286;70;42.857142857;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:05";="800000044";U0711;2;2;36;36;34.15890411;34.15890411;100;50;0;50;1;2;2;68;68;100;U0711  COVID-19 RESPIRATOIRE VIRUS NON IDENTIFIÉ;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:05";="800000044";U0712;2;2;2.5;2.5;78;78;50;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:05";="800000044";U0714;27;27;3.8888888889;2;35.39391172;25;62.962962963;0;0;7.4074074074;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:05";="800000044";U0715;1;1;1;1;78;78;100;0;0;0;0;;;;;;U0715  COVID-19 AUTRES FORMES, VIRUS NON IDENTIFIÉ;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:45:05";="800000044";Total;124;124;9.6209677419;5;60.619730446;69.5;51.612903226;6.4516129032;8.064516129;4.0322580645;8;27.25;18;68.25;69;50;Tous diagnostics;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:01:15";="590781902";U0710;90;90;9.0222222222;8;72.549436834;80;54.444444444;6.6666666667;1.1111111111;1.1111111111;6;6.1666666667;5;70;73;83.333333333;U0710  COVID-19 RESPIRATOIRE VIRUS IDENTIFIÉ;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:15";="590781902";U0712;1;1;2;2;93;93;0;0;0;0;0;;;;;;U0712  PORTEUR DE SARS-COV-2, ASYMPTOMATIQUE;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:15";="590781902";U0714;40;40;4.725;2;48.264520548;65.5;47.5;0;0;0;0;;;;;;U0714  COVID-19 AUTRES FORMES, VIRUS IDENTIFIÉ;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:01:15";="590781902";Total;131;131;7.6564885496;6;65.290306389;76;51.908396947;4.5801526718;0.7633587786;0.7633587786;6;6.1666666667;5;70;73;83.333333333;Tous diagnostics;2023.7;X590781902;07SEP23;20:00:41
