"champ";"statut";"annee";"periode";"date du resultat";"ipe";natass;COUNT;PERCENT;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";10 : Maladie;11414;79.59553696;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";13 : Maladie Régime Local Alsace-Moselle;3;0.0209205021;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";30 : Maternité;1625;11.331938633;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";41 : Accident du;23;0.160390516;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";XX: séjours non facturables, en attente de droits ou pb de codage;102;0.7112970711;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";Nouveaux-nés, radiothérapie ou prélèvement d'organes;1149;8.0125523013;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:40:48";="590780227";Séjours en attente de taux de prise en charge;24;0.1673640167;2023.7;X590780227;05SEP23;17:40:33
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";10 : Maladie;64582;81.169875823;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";13 : Maladie Régime Local Alsace-Moselle;86;0.1080890855;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";30 : Maternité;1414;1.7771856619;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";41 : Accident du;96;0.1206575838;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";XX: séjours non facturables, en attente de droits ou pb de codage;951;1.1952641898;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";Nouveaux-nés, radiothérapie ou prélèvement d'organes;11918;14.979136293;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/05 17:44:34";="800000044";Séjours en attente de taux de prise en charge;517;0.6497913629;2023.7;X800000044;05SEP23;17:44:11
"mco";"dgf";"2023";"7";"2023/09/07 20:00:55";="590781902";10 : Maladie;16101;85.145425701;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:55";="590781902";13 : Maladie Régime Local Alsace-Moselle;7;0.0370174511;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:55";="590781902";30 : Maternité;1193;6.3088313062;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:55";="590781902";41 : Accident du;39;0.2062400846;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:55";="590781902";XX: séjours non facturables, en attente de droits ou pb de codage;633;3.3474352195;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:55";="590781902";Nouveaux-nés, radiothérapie ou prélèvement d'organes;925;4.8915917504;2023.7;X590781902;07SEP23;20:00:41
"mco";"dgf";"2023";"7";"2023/09/07 20:00:55";="590781902";Séjours en attente de taux de prise en charge;12;0.0634584876;2023.7;X590781902;07SEP23;20:00:41
